solveResult, pEnvyFree, solveElapsedTime, totalSolveElaspsedTime, |P|, |I|, cash, fileNumber
2, 0, 0.0122, 4.9832, 4, 15, 1450, 60
2, 0, 0.0117, 4.9949, 4, 15, 1500, 60
2, 0.1228, 0.0208, 5.0157, 5, 1, 1200, 61
2, 0.1137, 0.0182, 5.0339, 5, 1, 1250, 61
2, 0.1054, 0.0209, 5.0548, 5, 1, 1300, 61
2, 0.0983, 0.0204, 5.0752, 5, 1, 1350, 61
2, 0.0919, 0.0238, 5.0989, 5, 1, 1400, 61
2, 0.0861, 0.0252, 5.1241, 5, 1, 1450, 61
2, 0.0806, 0.02, 5.1441, 5, 1, 1500, 61
2, 0.1298, 0.0215, 5.1656, 5, 2, 1200, 62
2, 0.1222, 0.0183, 5.1838, 5, 2, 1250, 62
2, 0.115, 0.0178, 5.2016, 5, 2, 1300, 62
2, 0.1081, 0.0182, 5.2198, 5, 2, 1350, 62
2, 0.1014, 0.0181, 5.2379, 5, 2, 1400, 62
2, 0.0951, 0.0199, 5.2578, 5, 2, 1450, 62
2, 0.0884, 0.0212, 5.279, 5, 2, 1500, 62
2, 0.0307, 0.0396, 5.3186, 5, 3, 1200, 63
2, 0.0245, 0.0217, 5.3403, 5, 3, 1250, 63
102, 0.0191, 0.0191, 5.3594, 5, 3, 1300, 63
2, 0.014, 0.0185, 5.3779, 5, 3, 1350, 63
2, 0.0091, 0.0189, 5.3968, 5, 3, 1400, 63
2, 0.0043, 0.0206, 5.4175, 5, 3, 1450, 63
2, 0, 0.0115, 5.4289, 5, 3, 1500, 63
2, 0, 0.0154, 5.4443, 5, 4, 1200, 64
2, 0, 0.012, 5.4564, 5, 4, 1250, 64
2, 0, 0.0116, 5.468, 5, 4, 1300, 64
2, 0, 0.0121, 5.4801, 5, 4, 1350, 64
2, 0, 0.0122, 5.4922, 5, 4, 1400, 64
2, 0, 0.0119, 5.5042, 5, 4, 1450, 64
2, 0, 0.0159, 5.52, 5, 4, 1500, 64
2, 0, 0.0307, 5.5507, 5, 5, 1200, 65
2, 0, 0.0108, 5.5616, 5, 5, 1250, 65
2, 0, 0.0109, 5.5724, 5, 5, 1300, 65
2, 0, 0.011, 5.5834, 5, 5, 1350, 65
2, 0, 0.0112, 5.5946, 5, 5, 1400, 65
2, 0, 0.0108, 5.6054, 5, 5, 1450, 65
